1000,-1091.3613212161808
2000,-1021.0260151662093
3000,-993.3808310121897
4000,-994.5665982774465
5000,-870.790699304373
6000,-933.7814571668669
7000,-932.9276424426342
8000,-876.4966976520834
9000,-866.117201010324
10000,-921.2190817437232
11000,-922.9415926905892
12000,-920.4083379863152
13000,-922.7896455093439
14000,-866.7344202579384
15000,-888.2293855878875
16000,-822.4040222053136
17000,-722.1292243689746
18000,-760.3962519409152
19000,-833.1552031512492
20000,-760.7061978072534
21000,-984.0680472851508
22000,-827.0554468924561
23000,-730.3105123766305
24000,-766.0529446236649
25000,-613.1697589674963
26000,-738.4893172192716
27000,-761.4599827894568
28000,-671.7321236158099
29000,-634.0312132282418
30000,-626.9832525743228
31000,-696.293387002492
32000,-742.525773878448
33000,-601.6218961770047
34000,-874.5474957609546
35000,-600.9699022566134
36000,-543.469931525994
37000,-713.2970346646263
38000,-627.1725770690354
39000,-682.2244591134883
40000,-643.3189394175091
41000,-665.4997054771471
42000,-594.2447153486798
43000,-587.2833361359335
44000,-640.7407859616751
45000,-527.5289019247634
46000,-642.433527307997
47000,-596.647819281655
48000,-567.7852682101491
49000,-580.9410007089677
50000,-571.1311761282217
51000,-571.6548760897404
52000,-505.79507361577686
53000,-578.3356149871105
54000,-603.705806736125
55000,-597.8279118503851
56000,-609.6624399639082
57000,-672.8104548605364
58000,-506.828943834192
59000,-500.9993888807098
60000,-530.8091483161736
61000,-565.9241083280392
62000,-627.0549090275018
63000,-549.2447450530739
64000,-456.9855110662253
65000,-502.4504389301439
66000,-473.58932269349805
67000,-514.2900640485418
68000,-483.2068211968559
69000,-572.6501019365803
70000,-567.248095086706
71000,-411.6857866220283
72000,-469.85214946134283
73000,-529.0755612589124
74000,-478.0156716811471
75000,-455.2065308177683
76000,-447.8517084459029
77000,-518.036243022114
78000,-460.682295936233
79000,-499.0332577862346
80000,-563.3668472079996
81000,-511.8386347740538
82000,-438.2375863217067
83000,-397.4931275773606
84000,-506.567418779005
85000,-431.8085171918018
86000,-447.0183480752259
87000,-391.2511951109298
88000,-470.5767178694172
89000,-476.81178967501523
90000,-439.4968644730897
91000,-300.326710676146
92000,-420.13740220690613
93000,-396.96046386132144
94000,-478.66461885654405
95000,-382.6424422047726
96000,-419.03179486884557
97000,-337.2980968397722
98000,-405.5875804797116
99000,-400.9379157842137
100000,-451.31262996430473
